CASP,Stage,Target,Model,GDT_TS,MQAScore
casp12,stage_2,T0897,T0897TS275_1,8.68,0.082917958
casp12,stage_2,T0897,T0897TS321_4,8.02,0.078943808
casp12,stage_2,T0897,T0897TS446_4,9.54,0.311857042
casp12,stage_2,T0897,T0897TS236_1,10.12,0.262345006
casp12,stage_2,T0859,T0859TS183_5,22.34,0.263937477
casp12,stage_2,T0859,T0859TS236_3,21.46,0.170227312
casp12,stage_2,T0859,T0859TS236_1,21.68,0.172879051
casp12,stage_2,T0859,T0859TS407_2,22.34,0.059828123
casp12,stage_2,T0859,T0859TS380_4,18.14,0.098270153
casp12,stage_2,T0859,T0859TS464_5,17.04,0.075660583
casp12,stage_2,T0859,T0859TS425_2,17.92,0.14080768
casp12,stage_2,T0859,T0859TS321_4,20.35,0.067654232
casp12,stage_2,T0859,T0859TS220_2,21.9,0.41910417
casp12,stage_2,T0859,T0859TS451_3,24.11,0.064848211
casp12,stage_2,T0859,T0859TS479_2,20.57,0.387135597
casp12,stage_2,T0859,T0859TS077_5,19.47,0.263441677
casp12,stage_2,T0859,T0859TS220_4,18.58,0.26913057
casp12,stage_2,T0859,T0859TS382_2,23.89,0.240066057
casp12,stage_2,T0859,T0859TS349_1,13.94,0.156233271
casp12,stage_2,T0859,T0859TS251_3,17.26,0.234584914
casp12,stage_2,T0859,T0859TS425_5,19.69,0.172897679
casp12,stage_2,T0859,T0859TS275_4,15.49,0.18279804
casp12,stage_2,T0859,T0859TS183_2,26.55,0.247072015
casp12,stage_2,T0859,T0859TS026_4,18.14,0.098270153
casp12,stage_2,T0859,T0859TS464_3,13.72,0.074556743
casp12,stage_2,T0859,T0859TS258_4,14.16,0.14761729
casp12,stage_2,T0859,T0859TS407_5,23.45,0.057122121
casp12,stage_2,T0859,T0859TS275_5,14.82,0.21076409
casp12,stage_2,T0859,T0859TS251_2,18.8,0.222725501
casp12,stage_2,T0859,T0859TS421_4,13.27,0.03313196
casp12,stage_2,T0859,T0859TS026_2,18.8,0.234389519
casp12,stage_2,T0859,T0859TS275_2,15.04,0.188369593
casp12,stage_2,T0859,T0859TS357_1,16.37,0.127860522
casp12,stage_2,T0859,T0859TS005_3,21.46,0.45871111
casp12,stage_2,T0859,T0859TS026_1,19.25,0.15571721
casp12,stage_2,T0859,T0859TS467_1,15.93,0.432637669
casp12,stage_2,T0859,T0859TS183_3,23.01,0.258930818
casp12,stage_2,T0859,T0859TS180_2,19.91,0.073533465
casp12,stage_2,T0859,T0859TS183_1,25,0.402099962
casp12,stage_2,T0859,T0859TS287_1,21.24,0.096195964
casp12,stage_2,T0859,T0859TS444_5,18.36,0.272426796
casp12,stage_2,T0859,T0859TS251_4,16.81,0.379163111
casp12,stage_2,T0859,T0859TS183_4,23.23,0.248859225
casp12,stage_2,T0859,T0859TS048_1,22.34,0.471592793
casp12,stage_2,T0859,T0859TS313_4,14.38,0.198066063
casp12,stage_2,T0859,T0859TS357_5,17.04,0.152618314
casp12,stage_2,T0859,T0859TS250_1,14.16,0.25472979
casp12,stage_2,T0859,T0859TS407_1,23.67,0.055684736
casp12,stage_2,T0859,T0859TS321_1,17.7,0.062553799
casp12,stage_2,T0859,T0859TS119_1,13.94,0.156233271
casp12,stage_2,T0859,T0859TS444_1,18.36,0.234723888
casp12,stage_2,T0859,T0859TS434_5,22.57,0.051383419
casp12,stage_2,T0859,T0859TS275_3,14.6,0.223790857
casp12,stage_2,T0859,T0859TS313_2,14.16,0.19957177
casp12,stage_2,T0859,T0859TS287_5,21.46,0.070493111
casp12,stage_2,T0859,T0859TS432_1,15.71,0.160021188
casp12,stage_2,T0859,T0859TS425_3,19.69,0.218894221
casp12,stage_2,T0859,T0859TS180_4,15.93,0.091002046
casp12,stage_2,T0859,T0859TS444_3,17.48,0.28029402
casp12,stage_2,T0859,T0859TS464_4,15.49,0.061725003
casp12,stage_2,T0859,T0859TS405_3,17.92,0.119716516
casp12,stage_2,T0859,T0859TS467_4,20.13,0.200564386
casp12,stage_2,T0859,T0859TS250_2,14.16,0.263900822
casp12,stage_2,T0859,T0859TS425_1,18.8,0.20064692
casp12,stage_2,T0859,T0859TS455_3,18.36,0.066166237
casp12,stage_2,T0859,T0859TS451_2,20.8,0.068792902
casp12,stage_2,T0859,T0859TS446_1,23.01,0.494604869
casp12,stage_2,T0859,T0859TS236_4,21.46,0.135875659
casp12,stage_2,T0859,T0859TS451_4,22.12,0.052704953
casp12,stage_2,T0859,T0859TS359_1,11.95,0.178090851
casp12,stage_2,T0859,T0859TS434_1,22.34,0.084107692
casp12,stage_2,T0859,T0859TS275_1,14.6,0.177447265
casp12,stage_2,T0859,T0859TS250_5,14.38,0.223144128
casp12,stage_2,T0859,T0859TS405_2,18.8,0.234682532
casp12,stage_2,T0859,T0859TS258_3,14.38,0.156044472
casp12,stage_2,T0859,T0859TS380_1,19.25,0.15571721
casp12,stage_2,T0859,T0859TS250_3,14.38,0.344241568
casp12,stage_2,T0859,T0859TS380_3,19.03,0.228620966
casp12,stage_2,T0859,T0859TS382_5,23.23,0.308396479
casp12,stage_2,T0859,T0859TS287_3,22.57,0.12312826
casp12,stage_2,T0859,T0859TS434_3,25.66,0.079579924
casp12,stage_2,T0859,T0859TS321_5,20.35,0.04456418
casp12,stage_2,T0859,T0859TS357_2,17.92,0.110420723
casp12,stage_2,T0859,T0859TS321_2,21.68,0.04933277
casp12,stage_2,T0859,T0859TS016_1,23.45,0.197861998
casp12,stage_2,T0859,T0859TS380_2,18.8,0.234389519
casp12,stage_2,T0859,T0859TS345_5,16.15,0.152403979
casp12,stage_2,T0859,T0859TS313_5,14.16,0.178826154
casp12,stage_2,T0859,T0859TS345_2,21.24,0.200325349
casp12,stage_2,T0859,T0859TS467_2,21.46,0.275710715
casp12,stage_2,T0859,T0859TS432_4,16.37,0.078681445
casp12,stage_2,T0859,T0859TS258_5,14.16,0.157048617
casp12,stage_2,T0859,T0859TS446_2,23.23,0.462915042
casp12,stage_2,T0859,T0859TS287_4,20.35,0.117673522
casp12,stage_2,T0859,T0859TS357_3,17.04,0.123028248
casp12,stage_2,T0859,T0859TS357_4,18.36,0.109306561
casp12,stage_2,T0859,T0859TS236_2,19.25,0.308547705
casp12,stage_2,T0859,T0859TS407_4,23.45,0.053826023
casp12,stage_2,T0859,T0859TS446_3,18.14,0.30118494
casp12,stage_2,T0859,T0859TS251_5,17.48,0.193554454
casp12,stage_2,T0859,T0859TS434_4,23.67,0.105808329
casp12,stage_2,T0859,T0859TS180_5,15.93,0.058851818
casp12,stage_2,T0859,T0859TS077_1,19.91,0.283985505
casp12,stage_2,T0859,T0859TS345_3,18.58,0.180124533
casp12,stage_2,T0859,T0859TS382_4,21.9,0.217270152
casp12,stage_2,T0859,T0859TS077_2,19.91,0.263243647
casp12,stage_2,T0859,T0859TS166_1,23.23,0.255694987
casp12,stage_2,T0859,T0859TS359_2,13.05,0.205354521
casp12,stage_2,T0859,T0859TS464_1,14.6,0.05852968
casp12,stage_2,T0859,T0859TS077_3,19.25,0.224088685
casp12,stage_2,T0859,T0859TS479_5,20.8,0.229582691
casp12,stage_2,T0859,T0859TS250_4,14.16,0.251395595
casp12,stage_2,T0859,T0859TS092_1,22.34,0.471592793
casp12,stage_2,T0859,T0859TS236_5,21.02,0.198164682
casp12,stage_2,T0859,T0859TS451_5,21.24,0.073164076
casp12,stage_2,T0859,T0859TS313_3,13.94,0.191744741
casp12,stage_2,T0859,T0859TS446_5,21.24,0.242838618
casp12,stage_2,T0859,T0859TS005_1,19.91,0.292061197
casp12,stage_2,T0859,T0859TS464_2,13.27,0.088023573
casp12,stage_2,T0859,T0859TS251_1,17.48,0.198122266
casp12,stage_2,T0859,T0859TS467_5,18.14,0.43977374
casp12,stage_2,T0859,T0859TS180_1,18.14,0.17231995
casp12,stage_2,T0859,T0859TS220_5,18.36,0.326341987
casp12,stage_2,T0859,T0859TS444_4,18.36,0.229952144
casp12,stage_2,T0859,T0859TS432_3,16.37,0.097076387
casp12,stage_2,T0859,T0859TS479_3,20.8,0.341257331
casp12,stage_2,T0859,T0859TS345_4,15.71,0.204621826
casp12,stage_2,T0859,T0859TS220_1,21.46,0.264422546
casp12,stage_2,T0859,T0859TS258_2,14.16,0.185331063
casp12,stage_2,T0859,T0859TS451_1,22.79,0.092640809
casp12,stage_2,T0859,T0859TS077_4,20.57,0.210933211
casp12,stage_2,T0859,T0859TS479_4,19.69,0.336109229
casp12,stage_2,T0859,T0859TS382_1,22.12,0.274030583
casp12,stage_2,T0859,T0859TS005_2,25,0.38938535
casp12,stage_2,T0859,T0859TS258_1,14.6,0.204529906
casp12,stage_2,T0859,T0859TS446_4,17.7,0.236875859
casp12,stage_2,T0859,T0859TS382_3,24.78,0.209898148
casp12,stage_2,T0859,T0859TS407_3,23.67,0.053513805
casp12,stage_2,T0859,T0859TS479_1,24.78,0.516136027
casp12,stage_2,T0859,T0859TS444_2,19.91,0.236991504
casp12,stage_2,T0859,T0859TS425_4,20.8,0.209411288
casp12,stage_2,T0859,T0859TS467_3,20.13,0.227776232
casp12,stage_2,T0859,T0859TS345_1,19.91,0.270785595
casp12,stage_2,T0859,T0859TS432_5,15.49,0.124958166
casp12,stage_2,T0859,T0859TS405_1,17.04,0.148956623
casp12,stage_2,T0859,T0859TS434_2,21.24,0.053627669
casp12,stage_2,T0859,T0859TS026_3,19.03,0.228620966
casp12,stage_2,T0859,T0859TS313_1,13.94,0.219366637
casp12,stage_2,T0859,T0859TS005_4,26.55,0.412155113
casp12,stage_2,T0859,T0859TS287_2,21.68,0.080935853
casp12,stage_2,T0859,T0859TS220_3,23.01,0.21278384
casp12,stage_2,T0859,T0859TS321_3,18.8,0.067056439
casp12,stage_2,T0859,T0859TS432_2,17.26,0.072264593
casp12,stage_2,T0859,T0859TS405_4,18.36,0.084654968
casp12,stage_2,T0898,T0898TS345_2,19.41,0.165038835
casp12,stage_2,T0898,T0898TS479_5,23.45,0.452178954
casp12,stage_2,T0898,T0898TS452_5,21.74,0.259634876
casp12,stage_2,T0898,T0898TS446_3,16.15,0.161304805
casp12,stage_2,T0898,T0898TS467_3,20.5,0.184453585
casp12,stage_2,T0898,T0898TS464_1,15.99,0.078478231
casp12,stage_2,T0898,T0898TS464_3,14.75,0.069988609
casp12,stage_2,T0898,T0898TS250_3,15.68,0.108942667
casp12,stage_2,T0898,T0898TS405_3,27.02,0.159711894
casp12,stage_2,T0898,T0898TS407_2,16.61,0.055708534
casp12,stage_2,T0898,T0898TS382_3,26.09,0.341450289
casp12,stage_2,T0898,T0898TS382_4,29.5,0.339659316
casp12,stage_2,T0898,T0898TS251_5,17.86,0.185802946
casp12,stage_2,T0898,T0898TS287_1,20.34,0.303365927
casp12,stage_2,T0898,T0898TS119_1,12.73,0.051977187
casp12,stage_2,T0898,T0898TS434_5,18.94,0.245752774
casp12,stage_2,T0898,T0898TS345_3,19.88,0.235255028
casp12,stage_2,T0898,T0898TS250_1,15.99,0.071622387
casp12,stage_2,T0898,T0898TS236_2,19.88,0.051302789
casp12,stage_2,T0898,T0898TS236_4,20.03,0.045028611
casp12,stage_2,T0898,T0898TS407_5,19.25,0.052313492
casp12,stage_2,T0898,T0898TS005_3,17.86,0.457991779
casp12,stage_2,T0898,T0898TS405_5,22.36,0.16308011
casp12,stage_2,T0898,T0898TS425_2,20.19,0.214613188
casp12,stage_2,T0898,T0898TS464_5,14.13,0.072274211
casp12,stage_2,T0898,T0898TS258_2,18.79,0.203011084
casp12,stage_2,T0898,T0898TS467_1,16.15,0.188791316
casp12,stage_2,T0898,T0898TS077_2,20.5,0.280796555
casp12,stage_2,T0898,T0898TS287_2,20.65,0.044262434
casp12,stage_2,T0898,T0898TS183_1,25.16,0.582881906
casp12,stage_2,T0898,T0898TS005_2,19.41,0.299461853
casp12,stage_2,T0898,T0898TS359_1,15.99,0.140769826
casp12,stage_2,T0898,T0898TS452_3,20.03,0.255531098
casp12,stage_2,T0898,T0898TS444_1,21.74,0.254341145
casp12,stage_2,T0898,T0898TS451_1,21.58,0.092696892
casp12,stage_2,T0898,T0898TS407_3,17.86,0.043284556
casp12,stage_2,T0898,T0898TS313_3,12.89,0.075237353
casp12,stage_2,T0898,T0898TS451_5,22.83,0.084860027
casp12,stage_2,T0898,T0898TS425_4,19.88,0.237387471
casp12,stage_2,T0898,T0898TS321_5,19.25,0.089424778
casp12,stage_2,T0898,T0898TS026_3,17.24,0.101111903
casp12,stage_2,T0898,T0898TS275_4,20.03,0.183091395
casp12,stage_2,T0898,T0898TS028_4,16.93,0.057556355
casp12,stage_2,T0898,T0898TS444_5,18.01,0.385321062
casp12,stage_2,T0898,T0898TS250_5,16.61,0.073380664
casp12,stage_2,T0898,T0898TS405_4,24.22,0.322569367
casp12,stage_2,T0898,T0898TS183_4,22.2,0.448501999
casp12,stage_2,T0898,T0898TS432_2,19.25,0.365675884
casp12,stage_2,T0898,T0898TS425_1,20.34,0.196641569
casp12,stage_2,T0898,T0898TS479_4,20.5,0.406966996
casp12,stage_2,T0898,T0898TS250_4,14.91,0.137007456
casp12,stage_2,T0898,T0898TS005_4,24.69,0.473546168
casp12,stage_2,T0898,T0898TS258_3,18.32,0.213800915
casp12,stage_2,T0898,T0898TS446_4,18.94,0.18423949
casp12,stage_2,T0898,T0898TS380_3,17.24,0.101111903
casp12,stage_2,T0898,T0898TS434_4,16.3,0.25161399
casp12,stage_2,T0898,T0898TS026_4,18.32,0.180609614
casp12,stage_2,T0898,T0898TS313_1,12.73,0.074956632
casp12,stage_2,T0898,T0898TS446_1,14.75,0.204685326
casp12,stage_2,T0898,T0898TS251_2,14.75,0.166798388
casp12,stage_2,T0898,T0898TS183_2,25.16,0.287999845
casp12,stage_2,T0898,T0898TS005_5,27.48,0.532365569
casp12,stage_2,T0898,T0898TS236_5,20.81,0.044048183
casp12,stage_2,T0898,T0898TS048_1,18.01,0.120953827
casp12,stage_2,T0898,T0898TS077_5,20.65,0.234256098
casp12,stage_2,T0898,T0898TS028_2,17.08,0.06009753
casp12,stage_2,T0898,T0898TS467_2,15.06,0.333505946
casp12,stage_2,T0898,T0898TS444_3,18.63,0.343456687
casp12,stage_2,T0898,T0898TS183_3,26.24,0.456977826
casp12,stage_2,T0898,T0898TS380_1,22.2,0.27150574
casp12,stage_2,T0898,T0898TS452_1,21.12,0.216142485
casp12,stage_2,T0898,T0898TS425_5,19.88,0.216633611
casp12,stage_2,T0898,T0898TS407_1,16.93,0.085016223
casp12,stage_2,T0898,T0898TS180_1,18.63,0.1242265
casp12,stage_2,T0898,T0898TS452_4,18.01,0.19648448
casp12,stage_2,T0898,T0898TS005_1,22.36,0.380734085
casp12,stage_2,T0898,T0898TS345_5,25.16,0.280642441
casp12,stage_2,T0898,T0898TS077_4,20.34,0.191663028
casp12,stage_2,T0898,T0898TS444_2,21.89,0.399907061
casp12,stage_2,T0898,T0898TS479_1,24.22,0.397364922
casp12,stage_2,T0898,T0898TS345_1,21.27,0.183860195
casp12,stage_2,T0898,T0898TS467_5,15.99,0.224539311
casp12,stage_2,T0898,T0898TS220_3,22.36,0.28997812
casp12,stage_2,T0898,T0898TS382_5,28.11,0.369500658
casp12,stage_2,T0898,T0898TS479_2,31.68,0.510158125
casp12,stage_2,T0898,T0898TS359_5,14.29,0.048070373
casp12,stage_2,T0898,T0898TS479_3,22.52,0.422290478
casp12,stage_2,T0898,T0898TS464_4,14.91,0.067241951
casp12,stage_2,T0898,T0898TS405_1,28.42,0.317891025
casp12,stage_2,T0898,T0898TS251_4,14.91,0.173707166
casp12,stage_2,T0898,T0898TS313_4,12.89,0.077830818
casp12,stage_2,T0898,T0898TS321_2,19.57,0.160154919
casp12,stage_2,T0898,T0898TS077_1,19.88,0.217557614
casp12,stage_2,T0898,T0898TS180_4,18.17,0.126456191
casp12,stage_2,T0898,T0898TS092_1,18.01,0.126330633
casp12,stage_2,T0898,T0898TS407_4,16.93,0.044205649
casp12,stage_2,T0898,T0898TS251_1,14.91,0.09848422
casp12,stage_2,T0898,T0898TS258_5,18.48,0.207990995
casp12,stage_2,T0898,T0898TS220_1,19.57,0.5226565
casp12,stage_2,T0898,T0898TS250_2,16.15,0.091780106
casp12,stage_2,T0898,T0898TS380_4,18.32,0.180609614
casp12,stage_2,T0898,T0898TS321_1,21.74,0.129197685
casp12,stage_2,T0898,T0898TS236_1,17.39,0.246837568
casp12,stage_2,T0898,T0898TS313_5,12.58,0.066410031
casp12,stage_2,T0898,T0898TS382_2,27.02,0.362274014
casp12,stage_2,T0898,T0898TS434_3,18.79,0.16941744
casp12,stage_2,T0898,T0898TS180_2,18.01,0.21509342
casp12,stage_2,T0898,T0898TS432_5,23.6,0.351688369
casp12,stage_2,T0898,T0898TS220_4,19.25,0.603513836
casp12,stage_2,T0898,T0898TS452_2,18.94,0.236425101
casp12,stage_2,T0898,T0898TS349_1,12.73,0.051977187
casp12,stage_2,T0898,T0898TS432_1,26.24,0.204605593
casp12,stage_2,T0898,T0898TS220_2,23.76,0.65763334
casp12,stage_2,T0898,T0898TS451_4,21.89,0.162028305
casp12,stage_2,T0898,T0898TS432_3,17.7,0.356205506
casp12,stage_2,T0898,T0898TS016_1,18.63,0.095765071
casp12,stage_2,T0898,T0898TS180_5,17.86,0.086918758
casp12,stage_2,T0898,T0898TS405_2,27.33,0.211249111
casp12,stage_2,T0898,T0898TS028_1,16.77,0.082346295
casp12,stage_2,T0898,T0898TS425_3,20.03,0.262442287
casp12,stage_2,T0898,T0898TS444_4,21.43,0.437931939
casp12,stage_2,T0898,T0898TS251_3,17.08,0.106752326
casp12,stage_2,T0898,T0898TS220_5,25,0.390610462
casp12,stage_2,T0898,T0898TS183_5,21.74,0.50750598
casp12,stage_2,T0898,T0898TS275_3,19.1,0.175788352
casp12,stage_2,T0898,T0898TS382_1,28.88,0.353983469
casp12,stage_2,T0898,T0898TS467_4,19.72,0.292210658
casp12,stage_2,T0898,T0898TS321_4,18.94,0.182488372
casp12,stage_2,T0898,T0898TS275_1,22.67,0.164703927
casp12,stage_2,T0898,T0898TS359_2,15.06,0.064658737
casp12,stage_2,T0898,T0898TS287_4,19.72,0.05366222
casp12,stage_2,T0898,T0898TS077_3,19.88,0.229436584
casp12,stage_2,T0898,T0898TS028_3,16.77,0.076464594
casp12,stage_2,T0898,T0898TS275_2,19.25,0.115684262
casp12,stage_2,T0898,T0898TS434_2,18.17,0.271900982
casp12,stage_2,T0898,T0898TS313_2,12.89,0.064977307
casp12,stage_2,T0898,T0898TS495_3,15.99,0.074201104
casp12,stage_2,T0898,T0898TS451_3,22.67,0.111294589
casp12,stage_2,T0898,T0898TS495_1,15.99,0.078489187
casp12,stage_2,T0898,T0898TS451_2,21.12,0.163064449
casp12,stage_2,T0898,T0898TS345_4,20.5,0.182130002
casp12,stage_2,T0898,T0898TS275_5,19.25,0.169239315
casp12,stage_2,T0898,T0898TS432_4,17.86,0.410693276
casp12,stage_2,T0898,T0898TS455_5,16.77,0.062279376
casp12,stage_2,T0898,T0898TS321_3,20.34,0.152907502
casp12,stage_2,T0898,T0898TS026_1,22.2,0.27150574
casp12,stage_2,T0898,T0898TS258_4,18.48,0.208773633
casp12,stage_2,T0898,T0898TS258_1,18.63,0.179502367
casp12,stage_2,T0898,T0898TS028_5,16.93,0.06934857
casp12,stage_2,T0898,T0898TS434_1,17.39,0.278806411
casp12,stage_2,T0916,T0916TS275_4,19.97,0.23927807
casp12,stage_2,T0916,T0916TS452_5,20.47,0.22413674
casp12,stage_2,T0916,T0916TS250_4,21.64,0.276442958
casp12,stage_2,T0916,T0916TS380_3,19.13,0.295708506
casp12,stage_2,T0916,T0916TS313_2,20.97,0.162403724
casp12,stage_2,T0916,T0916TS250_3,20.8,0.296172345
casp12,stage_2,T0916,T0916TS407_4,19.46,0.183482442
casp12,stage_2,T0916,T0916TS250_1,21.14,0.249406456
casp12,stage_2,T0916,T0916TS382_5,15.6,0.298223207
casp12,stage_2,T0916,T0916TS275_1,17.11,0.183800939
casp12,stage_2,T0916,T0916TS421_3,21.81,0.374580547
casp12,stage_2,T0916,T0916TS028_1,17.62,0.077463426
casp12,stage_2,T0916,T0916TS479_1,22.99,0.671546678
casp12,stage_2,T0916,T0916TS250_5,21.31,0.335531082
casp12,stage_2,T0916,T0916TS251_4,19.13,0.420030578
casp12,stage_2,T0916,T0916TS451_5,25.67,0.205009136
casp12,stage_2,T0916,T0916TS446_1,21.64,0.369107567
casp12,stage_2,T0916,T0916TS345_1,20.64,0.369229639
casp12,stage_2,T0916,T0916TS077_3,21.64,0.500794762
casp12,stage_2,T0916,T0916TS220_5,23.99,0.565971378
casp12,stage_2,T0916,T0916TS380_2,21.14,0.400856182
casp12,stage_2,T0916,T0916TS077_2,21.81,0.502549482
casp12,stage_2,T0916,T0916TS434_2,22.82,0.338958103
casp12,stage_2,T0916,T0916TS077_4,22.82,0.562219064
casp12,stage_2,T0916,T0916TS251_1,19.63,0.255066249
casp12,stage_2,T0916,T0916TS452_4,19.8,0.282719142
casp12,stage_2,T0916,T0916TS345_5,21.81,0.434799905
casp12,stage_2,T0916,T0916TS451_1,24.5,0.2171996
casp12,stage_2,T0916,T0916TS425_4,22.48,0.45163486
casp12,stage_2,T0916,T0916TS405_2,19.13,0.381239944
casp12,stage_2,T0916,T0916TS258_2,17.62,0.361285205
casp12,stage_2,T0916,T0916TS016_1,18.96,0.388875263
casp12,stage_2,T0916,T0916TS425_2,22.48,0.489451427
casp12,stage_2,T0916,T0916TS236_2,22.15,0.395782322
casp12,stage_2,T0916,T0916TS432_1,23.66,0.338608261
casp12,stage_2,T0916,T0916TS183_1,21.98,0.533345822
casp12,stage_2,T0916,T0916TS434_5,23.99,0.284887469
casp12,stage_2,T0916,T0916TS421_5,21.81,0.32841227
casp12,stage_2,T0916,T0916TS349_1,20.97,0.131062129
casp12,stage_2,T0916,T0916TS407_5,19.3,0.149699255
casp12,stage_2,T0916,T0916TS446_3,17.11,0.446282133
casp12,stage_2,T0916,T0916TS258_1,17.62,0.39090966
casp12,stage_2,T0916,T0916TS405_5,20.13,0.446276761
casp12,stage_2,T0916,T0916TS275_3,17.62,0.227253628
casp12,stage_2,T0916,T0916TS275_5,20.13,0.188385926
casp12,stage_2,T0916,T0916TS005_5,22.32,0.678994517
casp12,stage_2,T0916,T0916TS380_1,18.29,0.341126772
casp12,stage_2,T0916,T0916TS220_3,24.33,0.59488749
casp12,stage_2,T0916,T0916TS382_3,16.78,0.287679027
casp12,stage_2,T0916,T0916TS432_5,22.99,0.411547848
casp12,stage_2,T0916,T0916TS479_4,25.67,0.583743932
casp12,stage_2,T0916,T0916TS434_1,19.3,0.421380658
casp12,stage_2,T0916,T0916TS180_5,18.79,0.145414897
casp12,stage_2,T0916,T0916TS357_1,17.28,0.133011231
casp12,stage_2,T0916,T0916TS434_3,24.83,0.415435171
casp12,stage_2,T0916,T0916TS180_1,26.17,0.351012281
casp12,stage_2,T0916,T0916TS321_1,25.34,0.090922979
casp12,stage_2,T0916,T0916TS432_4,19.3,0.572498869
casp12,stage_2,T0916,T0916TS345_4,20.8,0.479138527
casp12,stage_2,T0916,T0916TS467_5,18.12,0.277418521
casp12,stage_2,T0916,T0916TS446_5,17.28,0.330081837
casp12,stage_2,T0916,T0916TS451_2,24.83,0.259137395
casp12,stage_2,T0916,T0916TS287_3,21.64,0.421822737
casp12,stage_2,T0916,T0916TS251_3,18.46,0.532874395
casp12,stage_2,T0916,T0916TS452_1,16.78,0.446203595
casp12,stage_2,T0916,T0916TS028_4,19.3,0.079132765
casp12,stage_2,T0916,T0916TS479_3,24.16,0.70882771
casp12,stage_2,T0916,T0916TS077_1,22.82,0.535293907
casp12,stage_2,T0916,T0916TS250_2,20.8,0.340810924
casp12,stage_2,T0916,T0916TS321_3,20.13,0.092385012
casp12,stage_2,T0916,T0916TS180_2,24.5,0.221747768
casp12,stage_2,T0916,T0916TS321_5,20.97,0.11512372
casp12,stage_2,T0916,T0916TS407_2,20.64,0.13041242
casp12,stage_2,T0916,T0916TS183_5,22.15,0.464609281
casp12,stage_2,T0916,T0916TS005_1,22.32,0.62346549
casp12,stage_2,T0916,T0916TS452_3,22.32,0.43760462
casp12,stage_2,T0916,T0916TS236_4,21.64,0.471128719
casp12,stage_2,T0916,T0916TS464_4,16.78,0.173500022
casp12,stage_2,T0916,T0916TS467_4,22.15,0.336200858
casp12,stage_2,T0916,T0916TS258_5,17.62,0.448699818
casp12,stage_2,T0916,T0916TS077_5,22.32,0.510252922
casp12,stage_2,T0916,T0916TS119_1,20.97,0.131062129
casp12,stage_2,T0916,T0916TS180_3,21.31,0.184179814
casp12,stage_2,T0916,T0916TS444_1,20.64,0.559320296
casp12,stage_2,T0916,T0916TS444_4,18.12,0.518296732
casp12,stage_2,T0916,T0916TS183_4,20.97,0.525353854
casp12,stage_2,T0916,T0916TS444_5,18.29,0.538224452
casp12,stage_2,T0916,T0916TS382_4,17.95,0.271283496
casp12,stage_2,T0916,T0916TS345_2,20.97,0.420128846
casp12,stage_2,T0916,T0916TS236_5,21.81,0.395622072
casp12,stage_2,T0916,T0916TS425_1,22.48,0.513682838
casp12,stage_2,T0916,T0916TS258_4,18.12,0.362206163
casp12,stage_2,T0916,T0916TS407_3,19.63,0.131752905
casp12,stage_2,T0916,T0916TS026_2,21.14,0.400856182
casp12,stage_2,T0916,T0916TS005_3,21.31,0.65804738
casp12,stage_2,T0916,T0916TS421_2,21.98,0.12526826
casp12,stage_2,T0916,T0916TS026_1,18.29,0.341126772
casp12,stage_2,T0916,T0916TS451_3,26.34,0.339479949
casp12,stage_2,T0916,T0916TS287_1,21.81,0.425913069
casp12,stage_2,T0916,T0916TS432_3,20.64,0.506812989
casp12,stage_2,T0916,T0916TS421_1,21.81,0.321398764
casp12,stage_2,T0916,T0916TS251_2,18.29,0.435333579
casp12,stage_2,T0916,T0916TS425_5,22.15,0.539303561
casp12,stage_2,T0916,T0916TS183_2,22.99,0.458740931
casp12,stage_2,T0916,T0916TS258_3,17.62,0.414475266
casp12,stage_2,T0916,T0916TS467_1,22.15,0.427613707
casp12,stage_2,T0916,T0916TS287_2,21.81,0.419145198
casp12,stage_2,T0916,T0916TS382_2,16.11,0.278846695
casp12,stage_2,T0916,T0916TS464_1,16.78,0.195682162
casp12,stage_2,T0916,T0916TS479_5,23.15,0.468497517
casp12,stage_2,T0916,T0916TS321_2,21.48,0.111261761
casp12,stage_2,T0916,T0916TS313_1,20.97,0.158262044
casp12,stage_2,T0916,T0916TS220_1,22.82,0.688628627
casp12,stage_2,T0916,T0916TS321_4,19.46,0.118824799
casp12,stage_2,T0916,T0916TS444_3,19.13,0.537610933
casp12,stage_2,T0916,T0916TS425_3,22.65,0.454839963
casp12,stage_2,T0916,T0916TS287_5,21.81,0.44694394
casp12,stage_2,T0916,T0916TS407_1,20.3,0.150450579
casp12,stage_2,T0916,T0916TS287_4,21.81,0.444910509
casp12,stage_2,T0916,T0916TS467_3,17.45,0.253827715
casp12,stage_2,T0916,T0916TS028_2,18.12,0.072784227
casp12,stage_2,T0916,T0916TS005_2,21.64,0.532487348
casp12,stage_2,T0916,T0916TS434_4,19.8,0.405335171
casp12,stage_2,T0916,T0916TS026_3,19.13,0.295708506
casp12,stage_2,T0916,T0916TS180_4,19.8,0.30432273
casp12,stage_2,T0916,T0916TS479_2,22.99,0.591140733
casp12,stage_2,T0916,T0916TS405_4,20.8,0.361088422
casp12,stage_2,T0916,T0916TS444_2,18.46,0.636825957
casp12,stage_2,T0916,T0916TS236_3,21.31,0.446462231
casp12,stage_2,T0916,T0916TS345_3,21.14,0.387523284
casp12,stage_2,T0916,T0916TS220_4,20.3,0.626067828
casp12,stage_2,T0916,T0916TS451_4,26.01,0.227688926
